variavel|descricao_var|codigo|descricao_cod
municipio|Código do Município|210408|Ma-Fernando Falcao
municipio|Código do Município|210409|Ma-Formosa da Serra Negra
municipio|Código do Município|210410|Ma-Fortaleza dos Nogueiras
municipio|Código do Município|210420|Ma-Fortuna
municipio|Código do Município|210430|Ma-Godofredo Viana
municipio|Código do Município|210440|Ma-Goncalves Dias
municipio|Código do Município|210450|Ma-Governador Archer
municipio|Código do Município|210455|Ma-Governador Edison Lobao
municipio|Código do Município|210460|Ma-Governador Eugenio Barros
municipio|Código do Município|210462|Ma-Governador Luiz Rocha
municipio|Código do Município|210465|Ma-Governador Newton Bello
municipio|Código do Município|210467|Ma-Governador Nunes Freire
municipio|Código do Município|210470|Ma-Graca Aranha
municipio|Código do Município|210480|Ma-Grajau
municipio|Código do Município|210490|Ma-Guimaraes
municipio|Código do Município|210500|Ma-Humberto de Campos
municipio|Código do Município|210510|Ma-Icatu
municipio|Código do Município|210515|Ma-Igarape do Meio
municipio|Código do Município|210520|Ma-Igarape Grande
municipio|Código do Município|210530|Ma-Imperatriz
municipio|Código do Município|210535|Ma-Itaipava do Grajau
municipio|Código do Município|210540|Ma-Itapecuru Mirim
municipio|Código do Município|210542|Ma-Itinga do Maranhao
municipio|Código do Município|210545|Ma-Jatoba
municipio|Código do Município|210547|Ma-Jenipapo dos Vieiras
municipio|Código do Município|210550|Ma-Joao Lisboa
municipio|Código do Município|210560|Ma-Joselandia
municipio|Código do Município|210565|Ma-Junco do Maranhao
municipio|Código do Município|210570|Ma-Lago da Pedra
municipio|Código do Município|210580|Ma-Lago do Junco
municipio|Código do Município|210590|Ma-Lago Verde
municipio|Código do Município|210592|Ma-Lagoa do Mato
municipio|Código do Município|210594|Ma-Lago dos Rodrigues
municipio|Código do Município|210596|Ma-Lagoa Grande do Maranhao
municipio|Código do Município|210598|Ma-Lajeado Novo
municipio|Código do Município|210600|Ma-Lima Campos
municipio|Código do Município|210610|Ma-Loreto
municipio|Código do Município|210620|Ma-Luis Domingues
municipio|Código do Município|210630|Ma-Magalhaes de Almeida
municipio|Código do Município|210632|Ma-Maracacume
municipio|Código do Município|210635|Ma-Maraja do Sena
municipio|Código do Município|210637|Ma-Maranhaozinho
municipio|Código do Município|210640|Ma-Mata Roma
municipio|Código do Município|210650|Ma-Matinha
municipio|Código do Município|210660|Ma-Matoes
municipio|Código do Município|210663|Ma-Matoes do Norte
municipio|Código do Município|210667|Ma-Milagres do Maranhao
municipio|Código do Município|210670|Ma-Mirador
municipio|Código do Município|210675|Ma-Miranda do Norte
municipio|Código do Município|210680|Ma-Mirinzal
municipio|Código do Município|210690|Ma-Moncao
municipio|Código do Município|210700|Ma-Montes Altos
municipio|Código do Município|210710|Ma-Morros
municipio|Código do Município|210720|Ma-Nina Rodrigues
municipio|Código do Município|210725|Ma-Nova Colinas
municipio|Código do Município|210730|Ma-Nova Iorque
municipio|Código do Município|210735|Ma-Nova Olinda do Maranhao
municipio|Código do Município|210740|Ma-Olho D Agua das Cunhas
municipio|Código do Município|210745|Ma-Olinda Nova do Maranhao
municipio|Código do Município|210750|Ma-Paco do Lumiar
municipio|Código do Município|210760|Ma-Palmeirandia
municipio|Código do Município|210770|Ma-Paraibano
municipio|Código do Município|210780|Ma-Parnarama
municipio|Código do Município|210790|Ma-Passagem Franca
municipio|Código do Município|210800|Ma-Pastos Bons
municipio|Código do Município|210805|Ma-Paulino Neves
municipio|Código do Município|210810|Ma-Paulo Ramos
municipio|Código do Município|210820|Ma-Pedreiras
municipio|Código do Município|210825|Ma-Pedro do Rosario
municipio|Código do Município|210830|Ma-Penalva
municipio|Código do Município|210840|Ma-Peri Mirim
municipio|Código do Município|210845|Ma-Peritoro
municipio|Código do Município|210850|Ma-Pindare Mirim
municipio|Código do Município|210860|Ma-Pinheiro
municipio|Código do Município|210870|Ma-Pio Xii
municipio|Código do Município|210880|Ma-Pirapemas
municipio|Código do Município|210890|Ma-Pocao de Pedras
municipio|Código do Município|210900|Ma-Porto Franco
municipio|Código do Município|210905|Ma-Porto Rico do Maranhao
municipio|Código do Município|210910|Ma-Presidente Dutra
municipio|Código do Município|210920|Ma-Presidente Juscelino
municipio|Código do Município|210923|Ma-Presidente Medici
municipio|Código do Município|210927|Ma-Presidente Sarney
municipio|Código do Município|210930|Ma-Presidente Vargas
municipio|Código do Município|210940|Ma-Primeira Cruz
municipio|Código do Município|210945|Ma-Raposa
municipio|Código do Município|210950|Ma-Riachao
municipio|Código do Município|210955|Ma-Ribamar Fiquene
municipio|Código do Município|210960|Ma-Rosario
municipio|Código do Município|210970|Ma-Sambaiba
municipio|Código do Município|210975|Ma-Santa Filomena do Maranhao
municipio|Código do Município|210980|Ma-Santa Helena
municipio|Código do Município|210990|Ma-Santa Ines
municipio|Código do Município|211000|Ma-Santa Luzia
municipio|Código do Município|211003|Ma-Santa Luzia do Parua
municipio|Código do Município|211010|Ma-Santa Quiteria do Maranhao
municipio|Código do Município|211020|Ma-Santa Rita
municipio|Código do Município|211023|Ma-Santana do Maranhao
municipio|Código do Município|211027|Ma-Santo Amaro do Maranhao
municipio|Código do Município|211030|Ma-Santo Antonio dos Lopes
municipio|Código do Município|211040|Ma-Sao Benedito do Rio Preto
municipio|Código do Município|211050|Ma-Sao Bento
municipio|Código do Município|211060|Ma-Sao Bernardo
municipio|Código do Município|211065|Ma-Sao Domingos do Azeitao
municipio|Código do Município|211070|Ma-Sao Domingos do Maranhao
municipio|Código do Município|211080|Ma-Sao Felix de Balsas
municipio|Código do Município|211085|Ma-Sao Francisco do Brejao
municipio|Código do Município|211090|Ma-Sao Francisco do Maranhao
municipio|Código do Município|211100|Ma-Sao Joao Batista
municipio|Código do Município|211102|Ma-Sao Joao do Caru
municipio|Código do Município|211105|Ma-Sao Joao do Paraiso
municipio|Código do Município|211107|Ma-Sao Joao do Soter
municipio|Código do Município|211110|Ma-Sao Joao dos Patos
municipio|Código do Município|211120|Ma-Sao Jose de Ribamar
municipio|Código do Município|211125|Ma-Sao Jose dos Basilios
municipio|Código do Município|211130|Ma-Sao Luis
municipio|Código do Município|211140|Ma-Sao Luis Gonzaga do Maranhao
municipio|Código do Município|211150|Ma-Sao Mateus do Maranhao
municipio|Código do Município|211153|Ma-Sao Pedro da Agua Branca
municipio|Código do Município|211157|Ma-Sao Pedro dos Crentes
municipio|Código do Município|211160|Ma-Sao Raimundo das Mangabeiras
municipio|Código do Município|211163|Ma-Sao Raimundo do Doca Bezerra
municipio|Código do Município|211167|Ma-Sao Roberto
municipio|Código do Município|211170|Ma-Sao Vicente Ferrer
municipio|Código do Município|211172|Ma-Satubinha
municipio|Código do Município|211174|Ma-Senador Alexandre Costa
municipio|Código do Município|211176|Ma-Senador La Rocque
municipio|Código do Município|211178|Ma-Serrano do Maranhao
municipio|Código do Município|211180|Ma-Sitio Novo
municipio|Código do Município|211190|Ma-Sucupira do Norte
municipio|Código do Município|211195|Ma-Sucupira do Riachao
municipio|Código do Município|211200|Ma-Tasso Fragoso
municipio|Código do Município|211210|Ma-Timbiras
municipio|Código do Município|211220|Ma-Timon
municipio|Código do Município|211223|Ma-Trizidela do Vale
municipio|Código do Município|211227|Ma-Tufilandia
municipio|Código do Município|211230|Ma-Tuntum
municipio|Código do Município|211240|Ma-Turiacu
municipio|Código do Município|211245|Ma-Turilandia
municipio|Código do Município|211250|Ma-Tutoia
municipio|Código do Município|211260|Ma-Urbano Santos
municipio|Código do Município|211270|Ma-Vargem Grande
municipio|Código do Município|211280|Ma-Viana
municipio|Código do Município|211285|Ma-Vila Nova dos Martirios
municipio|Código do Município|211290|Ma-Vitoria do Mearim
municipio|Código do Município|211300|Ma-Vitorino Freire
municipio|Código do Município|211400|Ma-Ze Doca
municipio|Código do Município|219999|Ma-Ignorado
municipio|Código do Município|220005|Pi-Acaua
municipio|Código do Município|220010|Pi-Agricolandia
municipio|Código do Município|220020|Pi-Agua Branca
municipio|Código do Município|220025|Pi-Alagoinha do Piaui
municipio|Código do Município|220027|Pi-Alegrete do Piaui
municipio|Código do Município|220030|Pi-Alto Longa
municipio|Código do Município|220040|Pi-Altos
municipio|Código do Município|220045|Pi-Alvorada do Gurgueia
municipio|Código do Município|220050|Pi-Amarante
municipio|Código do Município|220060|Pi-Angical do Piaui
municipio|Código do Município|220070|Pi-Anisio de Abreu
municipio|Código do Município|220080|Pi-Antonio Almeida
municipio|Código do Município|220090|Pi-Aroazes
municipio|Código do Município|220095|Pi-Aroeiras do Itaim
municipio|Código do Município|220100|Pi-Arraial
municipio|Código do Município|220105|Pi-Assuncao do Piaui
municipio|Código do Município|220110|Pi-Avelino Lopes
municipio|Código do Município|220115|Pi-Baixa Grande do Ribeiro
municipio|Código do Município|220117|Pi-Barra D Alcantara
municipio|Código do Município|220120|Pi-Barras
municipio|Código do Município|220130|Pi-Barreiras do Piaui
municipio|Código do Município|220140|Pi-Barro Duro
municipio|Código do Município|220150|Pi-Batalha
municipio|Código do Município|220155|Pi-Bela Vista do Piaui
municipio|Código do Município|220157|Pi-Belem do Piaui
municipio|Código do Município|220160|Pi-Beneditinos
municipio|Código do Município|220170|Pi-Bertolinia
municipio|Código do Município|220173|Pi-Betania do Piaui
municipio|Código do Município|220177|Pi-Boa Hora
municipio|Código do Município|220180|Pi-Bocaina
municipio|Código do Município|220190|Pi-Bom Jesus
municipio|Código do Município|220191|Pi-Bom Principio do Piaui
municipio|Código do Município|220192|Pi-Bonfim do Piaui
municipio|Código do Município|220194|Pi-Boqueirao do Piaui
municipio|Código do Município|220196|Pi-Brasileira
municipio|Código do Município|220198|Pi-Brejo do Piaui
municipio|Código do Município|220200|Pi-Buriti dos Lopes
municipio|Código do Município|220202|Pi-Buriti dos Montes
municipio|Código do Município|220205|Pi-Cabeceiras do Piaui
municipio|Código do Município|220207|Pi-Cajazeiras do Piaui
municipio|Código do Município|220208|Pi-Cajueiro da Praia
municipio|Código do Município|220209|Pi-Caldeirao Grande do Piaui
municipio|Código do Município|220210|Pi-Campinas do Piaui
municipio|Código do Município|220211|Pi-Campo Alegre do Fidalgo
municipio|Código do Município|220213|Pi-Campo Grande do Piaui
municipio|Código do Município|220217|Pi-Campo Largo do Piaui
municipio|Código do Município|220220|Pi-Campo Maior
municipio|Código do Município|220225|Pi-Canavieira
municipio|Código do Município|220230|Pi-Canto do Buriti
municipio|Código do Município|220240|Pi-Capitao de Campos
municipio|Código do Município|220245|Pi-Capitao Gervasio Oliveira
municipio|Código do Município|220250|Pi-Caracol
municipio|Código do Município|220253|Pi-Caraubas do Piaui
municipio|Código do Município|220255|Pi-Caridade do Piaui
municipio|Código do Município|220260|Pi-Castelo do Piaui
municipio|Código do Município|220265|Pi-Caxingo
municipio|Código do Município|220270|Pi-Cocal
municipio|Código do Município|220271|Pi-Cocal de Telha
municipio|Código do Município|220272|Pi-Cocal dos Alves
municipio|Código do Município|220273|Pi-Coivaras
municipio|Código do Município|220275|Pi-Colonia do Gurgueia
municipio|Código do Município|220277|Pi-Colonia do Piaui
municipio|Código do Município|220280|Pi-Conceicao do Caninde
municipio|Código do Município|220285|Pi-Coronel Jose Dias
municipio|Código do Município|220290|Pi-Corrente
municipio|Código do Município|220300|Pi-Cristalandia do Piaui
municipio|Código do Município|220310|Pi-Cristino Castro
municipio|Código do Município|220320|Pi-Curimata
municipio|Código do Município|220323|Pi-Currais
municipio|Código do Município|220325|Pi-Curralinhos
municipio|Código do Município|220327|Pi-Curral Novo do Piaui
municipio|Código do Município|220330|Pi-Demerval Lobao
municipio|Código do Município|220335|Pi-Dirceu Arcoverde
municipio|Código do Município|220340|Pi-Dom Expedito Lopes
municipio|Código do Município|220342|Pi-Domingos Mourao
municipio|Código do Município|220345|Pi-Dom Inocencio
municipio|Código do Município|220350|Pi-Elesbao Veloso
municipio|Código do Município|220360|Pi-Eliseu Martins
municipio|Código do Município|220370|Pi-Esperantina
municipio|Código do Município|220375|Pi-Fartura do Piaui
municipio|Código do Município|220380|Pi-Flores do Piaui
municipio|Código do Município|220385|Pi-Floresta do Piaui
municipio|Código do Município|220390|Pi-Floriano
municipio|Código do Município|220400|Pi-Francinopolis
municipio|Código do Município|220410|Pi-Francisco Ayres
